dialogue_id,speaker,turn,act_1,act_2,act_3
103_00029,USER,"I am looking for concert events in New York, that is occurring on March 13th.",INFORM,,
103_00029,SYSTEM,"There are 10 events you may like, what about Amber Run Brooklyn taking place at Warsaw on March 13th at 7:30 pm?",OFFER,,
103_00029,USER,Can you tell me more about this event?,REQUEST,,
103_00029,SYSTEM,Amber Run Brooklyn is a pop music event.,INFORM,,
103_00029,USER,"Sounds great, what kind of weather should I expect?",INFORM_INTENT,,
103_00029,SYSTEM,"It will be 59 degrees Fahrenheit, and there is a 33% chance of rain on that day.",OFFER,,
103_00029,USER,"Okay, please purchase 2 tickets for the event.",SELECT,,
103_00029,SYSTEM,"You wish to reserve 2 tickets to Amber Run Brooklyn, which takes place in New York on March 13th, is that right?",CONFIRM,,
103_00029,USER,"That's right, can you tell me the address of the event?",REQUEST,AFFIRM,
103_00029,SYSTEM,"The address is 261 Driggs Avenue, Brooklyn, and your reservation has been confirmed.",INFORM,NOTIFY_SUCCESS,
103_00029,USER,Thanks for all your help,THANK_YOU,,
103_00029,SYSTEM,Is there anything else I can help you with.,REQ_MORE,,
103_00029,USER,"No, that was all I needed for now, thanks.",NEGATE,THANK_YOU,
103_00029,SYSTEM,"Hope you enjoy the event, have a great day!",GOODBYE,,
103_00030,USER,Can you help me find some interesting things do to next Friday. I really enjoy rock events.,INFORM,,INFORM_INTENT
103_00030,SYSTEM,"What city should I search in? Also, do you have a preference on the type of event?",REQUEST,,
103_00030,USER,I am looking for events in New York. I enjoy concert events.,INFORM,,
103_00030,SYSTEM,How about the Chemical Brothers at Forest Hills Stadium on March 8th at 6:30 pm?,OFFER,,
103_00030,USER,That sounds great! What is the weather like there?,INFORM_INTENT,,
103_00030,SYSTEM,The average temperature should be 69 degrees Fahrenheit with a 35% chance of rain.,OFFER,,
103_00030,USER,Thanks! I would like to purchase 2 tickets for the event.,SELECT,,
103_00030,SYSTEM,"Okay, I have 2 tickets for the Chemical Brothers on March 8th in New York correct?",CONFIRM,,
103_00030,USER,"Yes, that is correct. What is the address of the venue?",REQUEST,AFFIRM,
103_00030,SYSTEM,"I have successfully purchased the tickets. The address of the venue is 1 Tennis Place, Forest Hills.",INFORM,NOTIFY_SUCCESS,
103_00030,USER,Thank you for your help.,THANK_YOU,,
103_00030,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
103_00030,USER,"No, thank you.",NEGATE,THANK_YOU,
103_00030,SYSTEM,have a great day.,GOODBYE,,
103_00031,USER,Could you help me find something fun to do? I enjoy Sports events.,INFORM,INFORM_INTENT,
103_00031,SYSTEM,Was there a particular city I should look in?,REQUEST,,
103_00031,USER,I'd like to find something near NYC.,INFORM,,
103_00031,SYSTEM,There is a very popular event Mets vs Braves at Citi Field on March 13th starting at 6 pm.,OFFER,,
103_00031,USER,That sounds good. But did you have any other events? I like Concert events.,INFORM,REQUEST_ALTS,
103_00031,SYSTEM,Amber Run Brooklyn is a very popular event taking place at Warsaw on March 14th starting 6 pm.,OFFER,,
103_00031,USER,That sounds good. But did you have any other events?,REQUEST_ALTS,,
103_00031,SYSTEM,Americo is a very popular event taking place at La Boom on March 6th starting 6:30 pm.,OFFER,,
103_00031,USER,That sounds awesome. What does the weather look like that day?,INFORM_INTENT,,
103_00031,SYSTEM,The average temperature should be 64 degrees with a 26 percent chance of rain.,OFFER,,
103_00031,USER,What is the humidity level expected to be ?,REQUEST,,
103_00031,SYSTEM,The humidity will be expected to be around 26 percent.,INFORM,,
103_00031,USER,How windy is it likely to be?,REQUEST,,
103_00031,SYSTEM,The average wind speed is expected to be 10 mph.,INFORM,,
103_00031,USER,"Sure, that sounds right.",SELECT,,
103_00031,SYSTEM,Was there anything else you needed help with?,REQ_MORE,,
103_00031,USER,I'd like to buy tickets to the event you found.,INFORM_INTENT,,
103_00031,SYSTEM,How many tickets did you need?,REQUEST,,
103_00031,USER,I'd like two tickets.,INFORM,,
103_00031,SYSTEM,Please confirm you're booking 2 tickets for Americo on March 6th in New York.,CONFIRM,,
103_00031,USER,"Yes, that sounds good. Where is the venue located?",REQUEST,AFFIRM,
103_00031,SYSTEM,"Your reservation was successful. Have fun! The venue's address is 56-15 Northern Boulevard, Woodside.",INFORM,NOTIFY_SUCCESS,
103_00031,USER,Thanks for your help.,THANK_YOU,,
103_00031,SYSTEM,Did you need help with anything else today?,REQ_MORE,,
103_00031,USER,"No, but thank you again.",NEGATE,THANK_YOU,
103_00031,SYSTEM,Have a wonderful day.,GOODBYE,,
103_00032,USER,Find me please something interesting to to around LAX.,INFORM,INFORM_INTENT,
103_00032,SYSTEM,What preferences do you have with the category?To be in Music or Sports or?,REQUEST,,
103_00032,USER,I would like to be Music events.,INFORM,,
103_00032,SYSTEM,I found for you a very popular option.Bill Callahan is takeing place at Lodge Room on March 2nd at 8:30 pm.,OFFER,,
103_00032,USER,Sounds good but find me please some other events.,REQUEST_ALTS,,
103_00032,SYSTEM,A popular option would be Girl In Red.Is taking place at The Teragram Ballroom in March 7th at 7 pm.,OFFER,,
103_00032,USER,Sounds good but find me something else.It will be ok for me to be in March 13th around NYC.,INFORM,,REQUEST_ALTS
103_00032,SYSTEM,I have 10 results for you.A popular option would be Amber Run Brooklyn.Is taking place at Warsaw on March 13th at 7:30 pm.,OFFER,,
103_00032,USER,"Sounds fine for me, but tell me how the weather is there.",INFORM_INTENT,,
103_00032,SYSTEM,The average temperature for day should be 59 degrees Fahrenheit and a 33 percent chance of rain.,OFFER,,
103_00032,USER,Tell me how windy will be and how humid will be.,REQUEST,,
103_00032,SYSTEM,The humidity will be around 19 percent and average wind speed should be 7 miles oer hour.,INFORM,,
103_00032,USER,"I like it,buy for me please 1 ticket at the event that you have found.",SELECT,,
103_00032,SYSTEM,1 Ticket at Amber Run Brooklyn in New York on March 13th.Is OK?,CONFIRM,,
103_00032,USER,Yes is perfect for me but please tell me the address of the venue.,REQUEST,AFFIRM,
103_00032,SYSTEM,"The reservation was made.You can find at 261 Driggs Avenue, Brooklyn.",INFORM,NOTIFY_SUCCESS,
103_00032,USER,Thank you for helping me,THANK_YOU,,
103_00032,SYSTEM,Can I do anything else for you?,REQ_MORE,,
103_00032,USER,No.Thank you!,NEGATE,THANK_YOU,
103_00032,SYSTEM,Have a nice day!,GOODBYE,,
103_00033,USER,"I need to find something fun to do next Wednesday in LA, preferably a music event.",INFORM,,
103_00033,SYSTEM,I found 5. The first is Girl In Red at the Teragram Ballroom on March 6th at 8:30 pm.,OFFER,,
103_00033,USER,That's good but what about on the 8th of March?,INFORM,REQUEST_ALTS,
103_00033,SYSTEM,Bill Callahan is popular. It's at the Lodge Room on March 8th at 8:30 pm.,OFFER,,
103_00033,USER,"Great, what will the weather be like?",INFORM_INTENT,,
103_00033,SYSTEM,The average temp is 81 degrees and there is a 21 percent chance of rain.,OFFER,,
103_00033,USER,How humid will it be?,REQUEST,,
103_00033,SYSTEM,It will be around 34 percent.,INFORM,,
103_00033,USER,Okay I need one ticket.,SELECT,,
103_00033,SYSTEM,"You need a ticket for Bill Callahan for 1 on March 8th in Los Angeles, is this correct?",CONFIRM,,
103_00033,USER,"No, I need 2 tickets.",INFORM,NEGATE,
103_00033,SYSTEM,Bill Callahan for 2 is this correct?,CONFIRM,,
103_00033,USER,Yes perfect thank you.,AFFIRM,,
103_00033,SYSTEM,Your reservation has been made. Enjoy your show.,NOTIFY_SUCCESS,,
103_00033,USER,What is the address please?,REQUEST,,
103_00033,SYSTEM,"104 N. Ave 56, 2nd Floor is the venue's address.",INFORM,,
103_00033,USER,Thank you for your help.,THANK_YOU,,
103_00033,SYSTEM,Can I do anything else for you?,REQ_MORE,,
103_00033,USER,"No, that's all I need.",NEGATE,THANK_YOU,
103_00033,SYSTEM,Have a good day.,GOODBYE,,
103_00034,USER,Please help me find something to do. I like concert events and electronica. Is there anything happening on the 11th?,INFORM,,
103_00034,SYSTEM,What city would you prefer?,REQUEST,,
103_00034,USER,I am looking for something near New York. Could you make it the 12th instead?,INFORM,,
103_00034,SYSTEM,"How about Esscalation Music Festival? That's happening on March 12th at 8 pm, at the Melrose Ballroom.",OFFER,,
103_00034,USER,That's great. What's the weather like?,INFORM_INTENT,,
103_00034,SYSTEM,The average temperature for the day will be 70 degrees with a 4 percent chance of rain.,OFFER,,
103_00034,USER,Will it be windy?,REQUEST,,
103_00034,SYSTEM,Average wind speed is forecast for 7 miles per hour.,INFORM,,
103_00034,USER,Okay. I want to buy tickets to that event.,SELECT,,
103_00034,SYSTEM,How many tickets would you like?,REQUEST,,
103_00034,USER,I need 4 tickets please.,INFORM,,
103_00034,SYSTEM,Please confirm: you're reserving 4 tickets for Esscalation Music Festival on March 12th in New York.,CONFIRM,,
103_00034,USER,"Yes, that's right.",AFFIRM,,
103_00034,SYSTEM,Your reservation is set. Have a great time!,NOTIFY_SUCCESS,,
103_00034,USER,Thanks a lot.,THANK_YOU,,
103_00034,SYSTEM,Can I help you with anything else?,REQ_MORE,,
103_00034,USER,"No, that's all. Thanks.",NEGATE,THANK_YOU,
103_00034,SYSTEM,Have a great day.,GOODBYE,,
103_00035,USER,"If I am engaged in something interesting, it will be fine for me now. Can you help me?",INFORM_INTENT,,
103_00035,SYSTEM,What type of events will make you happy? Which city do you prefer to go?,REQUEST,,
103_00035,USER,"If it is American Football, I would be happy, and even games also do. Please fine some around Los Angeles.",INFORM,,
103_00035,SYSTEM,Then get ready to enjoy Rams Vs Cardinals at LA Memorial Coliseum on March 12th begins at 6 pm.,OFFER,,
103_00035,USER,"Fantastic, that will be great, I think.",SELECT,,
103_00035,SYSTEM,Shall I ensure your tickets now for that?,OFFER_INTENT,,
103_00035,USER,"No, I will get it later.",NEGATE_INTENT,,
103_00035,SYSTEM,Do you need any other help?,REQ_MORE,,
103_00035,USER,What is the atmospheric condition there?,INFORM_INTENT,,
103_00035,SYSTEM,"It might be raining, 27 percent chance is there. But the average temperature is 77 degrees Fahrenheit.",OFFER,,
103_00035,USER,"Ok, thats good.",SELECT,,
103_00035,SYSTEM,Any more help?,REQ_MORE,,
103_00035,USER,Then you book three tickets for the aforesaid event.,INFORM,INFORM_INTENT,
103_00035,SYSTEM,"Ok, Please confirm, You need 3 tickets for Rams Vs Cardinals on March 12th in Los Angeles.",CONFIRM,,
103_00035,USER,"Yeah, details are correct.",AFFIRM,,
103_00035,SYSTEM,"Congrats, Your seats are waiting for you.",NOTIFY_SUCCESS,,
103_00035,USER,"Great, thank you very much.",THANK_YOU,GOODBYE,
103_00035,SYSTEM,Have a wonderful day.,GOODBYE,,
103_00036,USER,Can you help me find interesting activities for me?,INFORM_INTENT,,
103_00036,SYSTEM,Do you have a preferences for the types of events? What city do you want me to search in?,REQUEST,,
103_00036,USER,I like Games events and want events around Oakland.,INFORM,,
103_00036,SYSTEM,Raiders Vs Bengals is a popular event that takes place at Oakland-Alameda County Coliseum on March 7th and begins at 8 pm.,OFFER,,
103_00036,USER,What is venue's address?,REQUEST,,
103_00036,SYSTEM,The venue address is 7000 Coliseum Way.,INFORM,,
103_00036,USER,Tell me more details about this event.,REQUEST,,
103_00036,SYSTEM,Raiders Vs Bengals is an American Football event.,INFORM,,
103_00036,USER,"Okay, that sounds great. What is the weather forecast on that day?",INFORM_INTENT,,
103_00036,SYSTEM,The average temperature will be 80 degrees Fahrenheit with a 19 percent chance of rain.,OFFER,,
103_00036,USER,How humid is that day expected to be?,REQUEST,,
103_00036,SYSTEM,The humidity is expected to be around 28 percent.,INFORM,,
103_00036,USER,How windy is that day going to be?,REQUEST,,
103_00036,SYSTEM,The average wind speed will be 4 miles per hour.,INFORM,,
103_00036,USER,"Okay, I want to purchase 1 ticket for the event you found.",SELECT,,
103_00036,SYSTEM,Confirm these details: Booking 1 ticket for Raiders Vs Bengals on March 7th in Oakland.,CONFIRM,,
103_00036,USER,"No, I want 3 tickets actually.",INFORM,NEGATE,
103_00036,SYSTEM,Confirm these details: Booking 3 tickets for Raiders Vs Bengals on March 7th in Oakland.,CONFIRM,,
103_00036,USER,"Yes, that works for me.",AFFIRM,,
103_00036,SYSTEM,Your reservation has been made. Have a great time there!,NOTIFY_SUCCESS,,
103_00036,USER,Thanks a lot for your help,THANK_YOU,,
103_00036,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
103_00036,USER,"No, that's all I need.",NEGATE,THANK_YOU,
103_00036,SYSTEM,Have a great day.,GOODBYE,,
103_00037,USER,"I'm going to NY on the 3rd of this month, can you see if there's any games on?",INFORM,,
103_00037,SYSTEM,Sure - there's a Mets Vs Dodgers game on March 3rd at 7 pm. It's at Citi Field. How does that sound?,OFFER,,
103_00037,USER,Maybe.. where's Citi Field?,REQUEST,,
103_00037,SYSTEM,It's at 123-01 Roosevelt Avenue.,INFORM,,
103_00037,USER,Yeah that sound quite good actually.,SELECT,,
103_00037,SYSTEM,Do you want me to get you tickets?,OFFER_INTENT,,
103_00037,USER,Not right now thanks.,NEGATE_INTENT,,
103_00037,SYSTEM,Alright. Anything else I can do for you?,REQ_MORE,,
103_00037,USER,"Yeah, what's the weather like there?",INFORM_INTENT,,
103_00037,SYSTEM,"The average temperature is 74 degrees and there's only a 23 percent chance of rain, so it should be nice.",OFFER,,
103_00037,USER,Cool. Can you book me tickets?,SELECT,,
103_00037,SYSTEM,"Of course, how many do you want?",REQUEST,,
103_00037,USER,Just the 1 please,INFORM,,
103_00037,SYSTEM,"Okay, just to confirm, I'll book 1 ticket to the Mets Vs Dodgers game in New York on March 3rd?",CONFIRM,,
103_00037,USER,Yes please!,AFFIRM,,
103_00037,SYSTEM,"Great, all booked for you!",NOTIFY_SUCCESS,,
103_00037,USER,"Lovely, thank you. That was all.",THANK_YOU,GOODBYE,
103_00037,SYSTEM,You're welcome. Have a lovely time at the game.,GOODBYE,,
103_00038,USER,"I want to find something engaging to do, some kind of Pop Music event.",INFORM,,INFORM_INTENT
103_00038,SYSTEM,Where should I search?,REQUEST,,
103_00038,USER,If we could find something in NY it would be great.,INFORM,,
103_00038,SYSTEM,"I have 4 ideas here you should like. March 14th at 6 pm the Warsaw will be presenting Amber Run Brooklyn, it quite the thing.",OFFER,,
103_00038,USER,That would be wonderful. What's the weather like there?,INFORM_INTENT,,
103_00038,SYSTEM,The average temperature is forecast as 60 degrees and only a 6 percent chance of rain.,OFFER,,
103_00038,USER,"Wow, sounds good.",SELECT,,
103_00038,SYSTEM,What else can I help you with?,REQ_MORE,,
103_00038,USER,I want you to get me 1 ticket to that music event you located.,INFORM,INFORM_INTENT,
103_00038,SYSTEM,1 ticket for March 14th to see Amber Run Brooklyn in New York do I have that right?,CONFIRM,,
103_00038,USER,No I want to bring my boyfriend make it 2 tickets.,INFORM,NEGATE,
103_00038,SYSTEM,"Alright so that will be 2 tickets for the March 14th concert, ocrrect?",CONFIRM,,
103_00038,USER,"Yes, that's exactly what I want.",AFFIRM,,
103_00038,SYSTEM,Your seats are reserved and have the time of your life.,NOTIFY_SUCCESS,,
103_00038,USER,Thank you that is all bye.,THANK_YOU,GOODBYE,
103_00038,SYSTEM,Have an extraordinary day.,GOODBYE,,
103_00039,USER,Can you help me find a baseball game on March 13th in SD,INFORM,,
103_00039,SYSTEM,Do you care what kind of event it is?,REQUEST,,
103_00039,USER,"Well baseball games are always fun, let's search on March 8th actually",INFORM,,
103_00039,SYSTEM,"The Padres Vs Brewers game is a hot sell right now. It's at Petco Park on March 8th, 6:30 pm",OFFER,,
103_00039,USER,"Sure, how's the weather then?",INFORM_INTENT,,
103_00039,SYSTEM,It'll be hot! 93 Degrees with 6% of rain,OFFER,,
103_00039,USER,How windy is it?,REQUEST,,
103_00039,SYSTEM,It's a 5 mph wind speed,INFORM,,
103_00039,USER,"Sure, let's get tickets to it",SELECT,,
103_00039,SYSTEM,How many do you want?,REQUEST,,
103_00039,USER,four is good,INFORM,,
103_00039,SYSTEM,so 4 tickets to the Padres Vs Brewers on March 8th in San Diego?,CONFIRM,,
103_00039,USER,Yes that's exactly right,AFFIRM,,
103_00039,SYSTEM,"It's confirmed, I hope you enjoy",NOTIFY_SUCCESS,,
103_00039,USER,Where is the venue?,REQUEST,,
103_00039,SYSTEM,It's at 100 Park Boulevard,INFORM,,
103_00039,USER,"Great, that's all then",THANK_YOU,GOODBYE,
103_00039,SYSTEM,Enjoy the Padres Vs Brewers!,GOODBYE,,
103_00040,USER,"Hi, I need a help, i am interested to some things to do, Could you find some Games events for me?, i really like Baseball events.",INFORM,,INFORM_INTENT
103_00040,SYSTEM,"Sure, i will help you, Which type of events do you like?",REQUEST,,
103_00040,USER,I am looking for an event around in Washington,INFORM,,
103_00040,SYSTEM,"I have found 10 events for you, One of the best event is nationals vs braves and it is located at Nationals park, the event date is March 12th at 8 pm",OFFER,,
103_00040,USER,it seems good for me,SELECT,,
103_00040,SYSTEM,Can i book tickets for you?,OFFER_INTENT,,
103_00040,USER,"No, not now, i will tell you",NEGATE_INTENT,,
103_00040,SYSTEM,Shall i help you with anything more?,REQ_MORE,,
103_00040,USER,"Yes, tell me what is the weather there?",INFORM_INTENT,,
103_00040,SYSTEM,The average temperature for the day should be 80 degrees Fahrenheit and 9 percent chance to rain.,OFFER,,
103_00040,USER,"Ok, i need to purchase tickets for the event.",SELECT,,
103_00040,SYSTEM,"Sure, How many tickets you need to book?",REQUEST,,
103_00040,USER,I need 3 tickets.,INFORM,,
103_00040,SYSTEM,"Ok, please confirm the following details: the event is Nationals Vs Braves located at Washington D.C. The event date is on march 12th and you need 3 tickets for reservation.",CONFIRM,,
103_00040,USER,"Yes, you are right, Give me the address the venue?",REQUEST,AFFIRM,
103_00040,SYSTEM,"Congrats, your ticket booking has been confirmed, The venue is located at 1500 South Capitol Street Southeast.Shall i help you with anything more?",INFORM,NOTIFY_SUCCESS,
103_00040,USER,"No, thanks for your great help, bye",THANK_YOU,GOODBYE,
103_00040,SYSTEM,"You are welcome, have a great day, bye",GOODBYE,,
103_00041,USER,"I'm kind of bored, find me something entertaining to do.",INFORM_INTENT,,
103_00041,SYSTEM,What would you like to do?,REQUEST,,
103_00041,USER,I'm in the mood for some games events.,INFORM,,
103_00041,SYSTEM,Where do you want me to look?,REQUEST,,
103_00041,USER,Focus your search around Philly.,INFORM,,
103_00041,SYSTEM,"There's Eagles vs cowboys at Lincoln Financial field on March 14th, start is 8 pm",OFFER,,
103_00041,USER,I like it.,SELECT,,
103_00041,SYSTEM,May I buy the tickets for you?,OFFER_INTENT,,
103_00041,USER,"No, not now at least.",NEGATE_INTENT,,
103_00041,SYSTEM,"Fine, do you need more from me?",REQ_MORE,,
103_00041,USER,"Yeah, tell me what's the weather like.",INFORM_INTENT,,
103_00041,SYSTEM,Today's temperature is 84 degrees Fahrenheit but there's still a 8 percent chance of rain.,OFFER,,
103_00041,USER,"Cool, now I want you to buy the tickets.",SELECT,,
103_00041,SYSTEM,How many?,REQUEST,,
103_00041,USER,4 are more than enough.,INFORM,,
103_00041,SYSTEM,"Okay, read the following. I'll buy 4 tickets for Eagles Vs Cowboys for the event happening on March 14th in Philadelphia.",CONFIRM,,
103_00041,USER,That's right. What is the address of the match?,REQUEST,AFFIRM,
103_00041,SYSTEM,Tickets are bought. The place is 1 Lincoln Financial Field Way.,INFORM,NOTIFY_SUCCESS,
103_00041,USER,"Thank you for organizing this event for me, I'm done now, bye.",THANK_YOU,GOODBYE,
103_00041,SYSTEM,Bye to you sir.,GOODBYE,,
103_00042,USER,I'm bored help me find some Baseball Games to go see.,INFORM,,INFORM_INTENT
103_00042,SYSTEM,I can do that. What city would you like to search?,REQUEST,,
103_00042,USER,Check in NYC please.,INFORM,,
103_00042,SYSTEM,"Ok, I see Mets Vs Braves is very popular. This game is on March 13th at 6 pm, at Citi Field.",OFFER,,
103_00042,USER,What's the address to the stadium?,REQUEST,,
103_00042,SYSTEM,The address is 123-01 Roosevelt Avenue.,INFORM,,
103_00042,USER,Give me more options please.,REQUEST_ALTS,,
103_00042,SYSTEM,"Sure, On March 2nd at 7:30 pm at the Citi Field, Mets Vs Cubs will be playing.",OFFER,,
103_00042,USER,That game sounds good.,SELECT,,
103_00042,SYSTEM,Would you like to buy tickets now?,OFFER_INTENT,,
103_00042,USER,"No, not right now. Tell me the weather there please.",INFORM_INTENT,,
103_00042,SYSTEM,"Sure, temperature should be around 57 degrees. There will be a 29 percent chance of rain.",OFFER,,
103_00042,USER,"Alright, I want to buy just one ticket please.",SELECT,,
103_00042,SYSTEM,"Sure, please confirm you would like to buy 1 ticket for the Mets Vs Cubs game on March 2nd in New York. Is this correct?",CONFIRM,,
103_00042,USER,"Yep, What's the address of the stadium?",REQUEST,AFFIRM,
103_00042,SYSTEM,"Great, Ticket is confirmed. The address is 123-01 Roosevelt Avenue.",INFORM,NOTIFY_SUCCESS,
103_00042,USER,Thanks for that.,THANK_YOU,,
103_00042,SYSTEM,Your welcome. Can i help you further?,REQ_MORE,,
103_00042,USER,"Nope, that was all.",NEGATE,THANK_YOU,
103_00042,SYSTEM,Great. Have a wonderful day.,GOODBYE,,
103_00043,USER,I am in the mood to have fun. Is there any music events taking place Monday next week. I am interested in a Funk concert.,INFORM,,
103_00043,SYSTEM,In which city?,REQUEST,,
103_00043,USER,Somewhere around Anaheim.,INFORM,,
103_00043,SYSTEM,There is 1 suitable event. Brown Sabbath is performing at Crossroads at House of Blues Anaheim at 7 pm on March 4th.,OFFER,,
103_00043,USER,Where is the venue located?,REQUEST,,
103_00043,SYSTEM,It is on 1530 Disneyland Monrail System.,INFORM,,
103_00043,USER,That would be fine.,SELECT,,
103_00043,SYSTEM,Would you like to purchase tickets?,OFFER_INTENT,,
103_00043,USER,Not now. What is the weather like there?,INFORM_INTENT,,
103_00043,SYSTEM,"It is 89 degrees Fahreinheit, with 20 percent possibility of rain.",OFFER,,
103_00043,USER,How humid would it be?,REQUEST,,
103_00043,SYSTEM,Around 29 percent.,INFORM,,
103_00043,USER,I want tickets to that event.,SELECT,,
103_00043,SYSTEM,How many tickets?,REQUEST,,
103_00043,USER,Three would be fine.,INFORM,,
103_00043,SYSTEM,You want 3 tickets to see Brown Sabbath on March 4th in Anaheim?,CONFIRM,,
103_00043,USER,"Yes, that sounds great.",AFFIRM,,
103_00043,SYSTEM,I have made the reservations. Enjoy yourself.,NOTIFY_SUCCESS,,
103_00043,USER,Thanks very much. That would be all.,THANK_YOU,GOODBYE,
103_00043,SYSTEM,Enjoy your day.,GOODBYE,,
103_00044,USER,Can you help me find some interesting things to do? I like sports and basketball events.,INFORM,,INFORM_INTENT
103_00044,SYSTEM,What city should I search in?,REQUEST,,
103_00044,USER,I am looking for events around Los Angeles.,INFORM,,
103_00044,SYSTEM,I found 4 events that may work. How about the Sparks vs Lynx at the STAPLES Center on March 8th at 8 pm? It is a very popular event.,OFFER,,
103_00044,USER,"Yes, that sounds great!",SELECT,,
103_00044,SYSTEM,Do you want to purchase tickets for this event?,OFFER_INTENT,,
103_00044,USER,"Not right now, maybe later.",NEGATE_INTENT,,
103_00044,SYSTEM,Is there anything else I can help with?,REQ_MORE,,
103_00044,USER,What is the weather like there?,INFORM_INTENT,,
103_00044,SYSTEM,The temperature should be 81 degrees Fahrenheit with a 21 percent chance of rain.,OFFER,,
103_00044,USER,What's the humidity and wind going to be like?,REQUEST,,
103_00044,SYSTEM,The humidity is around 34 percent and the wind speed is around 6 mph.,INFORM,,
103_00044,USER,"Thanks, I would like to purchase tickets for the event.",SELECT,,
103_00044,SYSTEM,How many tickets do you want to buy?,REQUEST,,
103_00044,USER,I just want 1 ticket.,INFORM,,
103_00044,SYSTEM,"Okay, I have 1 ticket for the Sparks vs Lynx March 8th in Los Angeles, correct?",CONFIRM,,
103_00044,USER,"Yes, that is correct. What is the address of the venue?",REQUEST,AFFIRM,
103_00044,SYSTEM,I have successfully purchased the tickets. The address is 1111 South Figueroa Street.,INFORM,NOTIFY_SUCCESS,
103_00044,USER,"Thank you for your help, that's all I needed.",THANK_YOU,GOODBYE,
103_00044,SYSTEM,Have a great day.,GOODBYE,,
103_00045,USER,"I want to make the most of the free time I have coming up by finding something fun to do. Let's say I have no idea what to do but my trusty friend, that's you, will help me. Am I right?",INFORM_INTENT,,
103_00045,SYSTEM,"Sure, I'll be happy to help you with that. Let's start with this: tell me what type of activity and the area you're interested in.",REQUEST,,
103_00045,USER,Right on. New York is my first choice and I really want to attend some type of Music event.,INFORM,,
103_00045,SYSTEM,Got it. You've got 10 options so far. The Amber Run Brooklyn in Warsaw is coming up on March 14th at 6 pm.,OFFER,,
103_00045,USER,"Hmm, more information, please.",REQUEST,,
103_00045,SYSTEM,"Well, the event is a Pop concert.",INFORM,,
103_00045,USER,Nice one. That may be just what I'm looking for.,SELECT,,
103_00045,SYSTEM,Would you like to get tickets for the concert?,OFFER_INTENT,,
103_00045,USER,"Not now. I'll think about it for a while, but what's the weather going to be like?",INFORM_INTENT,,
103_00045,SYSTEM,There is a forecast of 60 degrees Fahrenheit for that day with a 6 percent chance of rain.,OFFER,,
103_00045,USER,"And, what about the humidity and wind factor?",REQUEST,,
103_00045,SYSTEM,You can expect the humidity to be close to 19 percent with average wind speeds of 9 miles per hour.,INFORM,,
103_00045,USER,Good to know.,SELECT,,
103_00045,SYSTEM,Is there something further you would like me to do?,REQ_MORE,,
103_00045,USER,"Actually, I'm ready to get three tickets for that concert in New York.",INFORM,INFORM_INTENT,
103_00045,SYSTEM,Okay. I can reserve 3 tickets for the Amber Run Brooklyn concert coming up on March 14th in New York. Do you approve to confirm now?,CONFIRM,,
103_00045,USER,"I approve and, yes, please confirm that.",REQUEST,AFFIRM,
103_00045,SYSTEM,"Your ticket reservation is all set for the concert and the address there is 261 Driggs Avenue, Brooklyn.",INFORM,NOTIFY_SUCCESS,
103_00045,USER,"So glad that's done and I have a plan now, thanks to you.",THANK_YOU,GOODBYE,
103_00045,SYSTEM,"Yes, indeed. Enjoy the rest of your day.",GOODBYE,,
103_00046,USER,I would like to find some interesting events to spend my free time. Please search for the nice one to me.,INFORM_INTENT,,
103_00046,SYSTEM,Do you have any preferred City to search for the events?,REQUEST,,
103_00046,USER,"Yes, search it around Phoenix.",INFORM,,
103_00046,SYSTEM,What type of events you are looking for?,REQUEST,,
103_00046,USER,It's Games which is the most interested one.,INFORM,,
103_00046,SYSTEM,Found 10 results for your desired event. Nice one is Arizona Vs La Dodgers at Chase Field on March 1st at 6 pm. Hope you like it.,OFFER,,
103_00046,USER,"Yes, think so, but I need something else.",REQUEST_ALTS,,
103_00046,SYSTEM,How about a popular event like Arizona Vs Milwaukee at Chase Field on March 9th at 8 pm? Is that work?,OFFER,,
103_00046,USER,"Yes, that will work. Check out the Weather condition there for me?",INFORM_INTENT,,
103_00046,SYSTEM,Got 1 result. Average temperature will be 76 degrees Fahrenheit and there will be a chance of 21 % for rain.,OFFER,,INFORM_COUNT
103_00046,USER,"Yes, that is convenient. Please book the tickets to the event you suggested.",SELECT,,
103_00046,SYSTEM,"Okay, let me know the number of tickets you need to book?",REQUEST,,
103_00046,USER,I think I will need four tickets.,INFORM,,
103_00046,SYSTEM,Need your final confirmation to book 4 tickets to the event Arizona Vs Milwaukee on March 9th in Phoenix.,CONFIRM,,
103_00046,USER,confirmed to proceed.,AFFIRM,,
103_00046,SYSTEM,reservation made successfully as per your wish.,NOTIFY_SUCCESS,,
103_00046,USER,Thank you for your help.,THANK_YOU,,
103_00046,SYSTEM,Anything else?,REQ_MORE,,
103_00046,USER,"No, not now.",NEGATE,THANK_YOU,
103_00046,SYSTEM,Have a good day.,GOODBYE,,
103_00047,USER,Can you help find me something interesting to do? I want something on Saturday this week around Anaheim. I really love Baseball.,INFORM,,
103_00047,SYSTEM,Do you like any particular category? You can say something like Music or Sports.,REQUEST,,
103_00047,USER,I'd like to find out about any Games happening.,INFORM,,
